artist_name,birthday,country,startyear
Paramore,NA,United States,2004
Bowling For Soup,NA,United States,1994
Black Paisley,10/28/1972,NA,1998
Billy Talent,NA,Foreign,1993
Monaco,NA,NA,NA
Head Automatica,NA,Foreign,2003
Aldo Nova,11/13/1956,NA,1979
Useless ID,NA,Foreign,1994
Nef The Pharaoh,1/11/1995,United States,2014
Jay Rock,3/31/1985,NA,2006
The Game,NA,NA,NA
Saweetie,7/2/1993,NA,2016
YG,3/9/1990,NA,2005
Shoreline Mafia,NA,United States,2016
Mozzy,6/24/1987,NA,2004
P-Lo,NA,Foreign,2009
G Perico,NA,NA,NA
ALLBLACK,NA,NA,NA
Larry June,4/8/1991,United States,2006
Dom Kennedy,8/22/1984,NA,2008
Guapdad 4000,7/26/1992,NA,2017
Buddy,9/10/1993,NA,2009
Audio Push,NA,United States,2006
Yung Pinch,NA,NA,NA
Lovele$$,NA,United States,1965
Philthy Rich,1/30/1983,NA,2007
Phora,10/11/1994,NA,2010
Roddy Ricch,10/22/1998,NA,2017
E-40,11/15/1967,NA,1986
1takejay,1/20/1997,NA,2017
Mustard,NA,NA,NA
JAG,NA,NA,NA
Kid Ink,4/1/1986,NA,2010
Jonn Hart,8/29/1989,United States,2012
OMB Peezy,NA,Foreign,2016
Problem,NA,NA,NA
District 21,NA,NA,NA
Lil Xan,9/6/1996,NA,2015
Rexx Life Raj,1/30/1990,NA,NA
O.T. Genasis,6/18/1987,United States,2011
Kamaiyah,3/13/1992,NA,2015
Hit-Boy,5/21/1987,United States,2003
Yhung T.O.,NA,United States,2016
A$Ton Matthews,10/30/1989,NA,2011
Boogie,NA,NA,NA
ScHoolboy Q,10/26/1986,United States,2008
Ty Dolla $ign,4/13/1982,NA,2007
Too $hort,4/28/1966,United States,1983
Freddie Gibbs,6/14/1982,NA,2004
Joe Moses,NA,NA,NA
03 Greedo,7/26/1987,NA,2013
Katori Walker,NA,NA,NA
Vince Staples,7/2/1993,United States,2008
Adrian Marcel,5/22/1990,NA,2012
Bobby Brackins,9/14/1988,United States,NA
Mélanie Laurent,2/21/1983,NA,1997
Max Richter,3/22/1966,Foreign,1994
Ólafur Arnalds,11/3/1986,NA,NA
City of the Sun,NA,Foreign,2011
Will Stratton,4/10/1987,NA,2007
Henry Windon,NA,NA,NA
Hawktail,NA,United States,NA
Henrik Janson,3/11/1961,Foreign,1980
Gabriel Parker,3/3/2002,NA,NA
Jessica Grange,8/20/1978,NA,NA
Moux,NA,NA,NA
Matt Kivel,NA,United States,2005
Megafaun,NA,NA,NA
Evelyn Ida Morris,NA,NA,2003
Joep Beving,NA,NA,NA
Lo Mimieux,1/8/1942,NA,1956
Angus MacRae,NA,NA,NA
Peter Sandberg,NA,Foreign,1986
Elba,NA,NA,NA
Sophie Hutchings,NA,United States,1993
Tonie Green,1/29/1939,NA,1978
Alex Kozobolis,11/29/1979,NA,1996
Stray Ghost,NA,NA,NA
Johannes Bornlöf,NA,NA,1952
Dylan Francis,10/5/1987,NA,2010
Mia Strass,12/7/1986,NA,2003
Once Proven,NA,NA,NA
Martin Skoog,11/2/1926,NA,NA
Diego Verdaguer,4/26/1951,NA,1960
Leo Dan,NA,NA,NA
Los Angeles Negros,NA,Foreign,1968
Ricchi E Poveri,NA,Foreign,1967
Franco De Vita,1/23/1954,Foreign,1982
Jeanette,10/10/1951,Foreign,1968
Manuel Mijares,2/7/1958,Foreign,1985
Marco Antonio Solís,12/29/1959,NA,1970
Palito Ortega,2/28/1941,NA,NA
Leonardo Favio,5/28/1938,NA,1958
Myriam Hernandez,5/2/1967,Foreign,NA
Pedro Fernández,9/28/1969,Foreign,1976
Miguel Bosé,4/3/1956,NA,1977
Hernaldo Zuniga,6/2/1955,NA,1972
Angela Carrasco,1/23/1952,NA,1970
Sergio Dalma,9/28/1964,NA,NA
Nino Bravo,8/3/1944,NA,1969
Polo,NA,NA,NA
Laura Pausini,5/16/1974,NA,1993
Nana Mouskouri,10/13/1934,NA,1958
Los Iracundos,NA,Foreign,1958
Enrique Guzman,2/1/1943,NA,NA
Rocío Jurado,NA,NA,NA
Alberto Cortez,3/11/1940,Foreign,1960
Manolo Galvan,NA,NA,NA
Ivan,NA,NA,NA
Alberto Vazquez,NA,NA,NA
Cecilia,NA,NA,NA
Danny Rivera,NA,NA,NA
Piero,4/19/1945,NA,NA
Silvana Di Lorenzo,NA,NA,NA
Fernando Ubiergo,2/8/1953,Foreign,1976
Hervé Vilard,7/24/1946,Foreign,1965
Angelica Maria,9/27/1944,NA,1950
Amanda Miguel,6/1/1956,United States,1980
Los Galos,NA,NA,NA
Matt Monro,12/1/1930,NA,1956
Lucio Dalla,3/4/1943,NA,1966
Syn Cole,3/25/1988,NA,2012
CAZZETTE,NA,Foreign,2011
Sigala,11/1/1990,Foreign,2015
Galantis,NA,Foreign,2012
Anne-Marie,4/7/1991,NA,2013
Clean Bandit,NA,Foreign,2008
Don Diablo,2/27/1980,Foreign,1995
Sultan + Shepard ,NA,Foreign,2002
Sam Feldt,8/1/1993,NA,2014
Prince Fox,11/25/1992,NA,2014
Clara Mae,7/9/1991,NA,2008
Tujamo,1/18/1988,NA,NA
VASSY,2/18/1983,United States,2003
Jubel,NA,Foreign,2017
Gorgon City,NA,Foreign,2012
Alessia Cara,7/11/1996,NA,2014
Martin Garrix,5/14/1996,NA,2012
Loud Luxury,NA,Foreign,2012
Cosmos & Creature,NA,NA,NA
Alesso,7/7/1991,NA,2010
Steve Aoki,11/30/1977,United States,1996
Kris Kross Amsterdam,NA,Foreign,2011
Cheat Codes,NA,United States,2014
James Arthur,3/2/1988,NA,2011
MK,NA,NA,NA
Felix Cartal,4/9/1987,Foreign,2006
Diamond Pistols,NA,NA,NA
MOTi,3/23/1987,NA,2008
Silk City,NA,NA,2018
Madison Mars,NA,NA,NA
Calvin Harris,1/17/1984,NA,2002
IYES,NA,NA,NA
Tritonal,NA,United States,2008
Robinson,NA,NA,NA
Spyker,NA,NA,NA
Marshmello,5/19/1992,NA,NA
Burak Yeter,5/5/1982,NA,2000
benny blanco,3/8/1988,NA,2007
Billie Eilish,12/18/2001,NA,2015
5 Seconds of Summer,NA,United States,2011
Zedd,9/2/1989,Foreign,2002
Lil Yachty,8/23/1997,United States,2014
Liam Payne,8/29/1993,NA,2008
Gryffin,9/29/1987,NA,2014
Social House,NA,NA,2015
Selena Gomez,7/22/1992,NA,2002
Baby Bash,10/18/1969,NA,1996
Dyablo,NA,NA,NA
King Lil G,7/30/1986,Foreign,2004
Lil Rob,9/21/1975,United States,1987
Delinquent Habits,NA,United States,1991
N2DEEP,NA,Foreign,1990
NB Ridaz,NA,Foreign,1995
Nastyboy Klick,NA,Foreign,1995
Mc Magic,6/29/1970,Foreign,1995
Solo Sinatra,12/12/1915,NA,1935
Mr. Capone-E,4/27/1976,United States,2000
Kid Frost,5/31/1964,NA,1984
Akwid,NA,Foreign,1994
Nino Brown,NA,NA,NA
Kinto Sol,NA,Foreign,1999
Lighter Shade Of Brown,NA,United States,1987
Baeza,NA,NA,NA
Payaso,NA,NA,NA
Conejo,NA,NA,NA
Mr. Criminal,NA,NA,NA
Lil Cuete,NA,NA,NA
Lil' Menace,NA,NA,NA
Og Kid Frost,5/31/1964,NA,1984
Ms Krazie,NA,NA,NA
Young Trigger,NA,NA,NA
GT Garza,NA,NA,NA
J Romero,10/28/1967,NA,NA
bitbeats,NA,NA,NA
Karuna,NA,NA,NA
Justnormal,NA,NA,NA
Handbook,NA,NA,NA
Smartface,NA,NA,NA
omniboi,NA,Foreign,2004
Monma,10/23/1973,NA,2001
Bertholet,1748-12-09,NA,NA
SINY,NA,NA,NA
autumn keys,9/22/1979,NA,1997
tides.,NA,NA,NA
Mono:Massive,NA,Foreign,1996
Aeson,NA,NA,NA
Flavors,NA,NA,NA
Masked Man,NA,NA,NA
Philanthrope,NA,NA,NA
Joe Nora,NA,NA,NA
tusken.,NA,NA,NA
Frook,NA,NA,NA
Neotic,NA,NA,NA
Farazi,NA,NA,2002
The Deli,NA,NA,NA
Molife,NA,NA,NA
twuan,9/4/1993,NA,2014
Fractite,NA,NA,NA
Balcony,NA,NA,NA
Delayde,NA,NA,NA
digitalluc,9/10/1998,NA,2017
Shy Cope,NA,Foreign,1983
YAYA,NA,NA,NA
steezy prime,NA,NA,NA
Henyao,NA,NA,NA
WES WAX,6/12/1912,NA,NA
_tag,NA,NA,NA
Not Yourself,NA,NA,NA
K15,NA,NA,NA
Sinitus Tempo,NA,United States,2006
Lunchmoney,NA,NA,NA
Misc.Inc,NA,NA,NA
Astroblk,NA,NA,NA
Atreesto,NA,NA,NA
Stan Forebee,8/1/1987,NA,2011
no sentences,NA,NA,NA
Dj Spinna,1/30/1973,Foreign,1994
Cloudchord,NA,United States,2009
Mister Carver,7/31/1988,NA,2008
Praizee,NA,NA,NA
RudeManners,NA,NA,NA
Plusma,NA,NA,NA
Estugarda,NA,NA,NA
Dweeb,NA,NA,NA
Sidual.,NA,NA,NA
SPEECHLESS,NA,NA,NA
Ray Ben Rue,NA,Foreign,2006
Winslo,NA,NA,NA
Rejoicer,NA,NA,NA
Dewaldo,NA,NA,NA
Hydrogenii,NA,NA,NA
chief.,NA,NA,NA
Oribu,NA,NA,NA
Leavv,NA,NA,NA
Korey Wade,9/21/1990,NA,NA
Trox,NA,NA,NA
Idealism,NA,NA,NA
Edamame,NA,NA,NA
Juan Rios,NA,NA,NA
POLR,NA,NA,NA
Herring Franky,7/12/1967,NA,1987
[bsd.u],NA,NA,NA
Onaknwn,NA,NA,NA
Chris Keys,NA,NA,NA
Dayle,NA,NA,NA
j'san,1857-07-24,NA,NA
Kenny Segal,12/3/1979,United States,2000
Z.TAO,5/2/1993,Foreign,2012
黄旭 | 艾熱,NA,NA,NA
BCW,NA,NA,NA
SAVAGE.M,NA,NA,NA
Steven.YW 史蒂芬,NA,NA,NA
TroutFresh,NA,NA,NA
岳佳南k!yo,NA,NA,NA
Force嘟嘟,NA,NA,NA
NICKTHEREAL,8/2/1988,NA,2008
Tizzy T,NA,NA,NA
Will Pan,8/6/1980,NA,2001
Tifa Chen,NA,NA,NA
艾福杰尼,NA,NA,NA
熊仔 | BOWZ 豹子膽,NA,NA,NA
那吾克熱,NA,NA,NA
Cubi,NA,NA,NA
滿舒克,NA,NA,NA
寿君超,NA,NA,NA
SmashRegz 違法,NA,NA,NA
Vinida,NA,NA,NA
Ice Nova,NA,NA,NA
A Da,NA,NA,NA
Kafe.Hu,NA,NA,NA
RPG,NA,NA,NA
Yellow Peace,NA,NA,NA
8ball,NA,NA,NA
Yelawolf,12/30/1979,United States,2005
Bobby Shmurda,8/4/1994,United States,2014
Fabolous,11/18/1977,NA,1998
Kid Cudi,1/30/1984,NA,2003
Pusha T,5/13/1977,United States,1993
D12,NA,United States,1996
Chris Webby,10/13/1988,NA,2007
Chief Keef,8/15/1995,NA,2007
Wiz Khalifa,9/8/1987,United States,2005
King Chip,10/20/1986,NA,2006
Pac Div,NA,United States,2006
DJ Khaled,11/26/1975,NA,1998
Pries,NA,NA,NA
Izi,NA,NA,NA
Columbine,NA,NA,NA
SAINt JHN,8/26/1986,Foreign,2010
Lefa,NA,NA,NA
Hornet La Frappe,12/5/1992,Foreign,2012
Damso,5/10/1992,United States,2006
Green Montana,NA,NA,NA
PNL,NA,Foreign,2014
Still Fresh,NA,NA,NA
Azzi Memo,NA,NA,NA
S.Pri Noir,NA,NA,NA
Idaly,NA,NA,NA
Ninho,4/2/1996,NA,2009
Maes,1/10/1995,Foreign,2009
Nemir,NA,NA,NA
Jok'air,NA,NA,NA
F430,NA,NA,NA
Kalash,NA,NA,NA
Deen Burbigo,NA,NA,NA
13 Block,NA,NA,NA
Ash Kidd,11/15/1994,NA,NA
MMZ,NA,NA,NA
USKY,1/17/1987,NA,NA
Dinos,NA,NA,NA
Ufo361,5/28/1988,NA,2010
OBOY,NA,NA,NA
Lonepsi,NA,NA,NA
Loredana,9/1/1995,Foreign,2018
Hef,3/18/1987,NA,2008
Junia-T,NA,NA,NA
Cero Ismael,3/9/1974,Foreign,1996
Dwn2earth,NA,NA,NA
Ares,NA,NA,NA
Jamaika,NA,NA,NA
Summer Cem,4/11/1983,NA,2003
Cinco,NA,NA,NA
XATAR,12/24/1981,Foreign,2007
Gers Pardoel,5/12/1981,NA,2009
Narco Polo,NA,NA,NA
Lana Del Rey,6/21/1985,NA,2005
Fifth Harmony,NA,United States,2012
Robin Schulz,4/28/1987,NA,2007
Maggie Lindemann,7/21/1998,NA,2015
Demi Lovato,8/20/1992,NA,2002
King Princess,12/19/1998,NA,2015
Starley,10/3/1987,NA,2016
Shallou,NA,NA,2014
Portugal. The Man,NA,United States,2004
The Chainsmokers,NA,United States,2012
Zara Larsson,12/16/1997,NA,2008
Jessie J,3/27/1988,NA,2005
Tyler Shaw,4/8/1993,Foreign,2012
Lauren Daigle,9/9/1991,NA,2010
SHY Martin,11/5/1993,Foreign,2016
Maisie Peters,5/28/2000,NA,2015
Scott Helman,10/1/1995,Foreign,2014
James Hersey,NA,NA,NA
Christian Hudson,NA,NA,NA
Mat Kearney,12/1/1978,United States,2003
Jocelyn Alice,NA,NA,2011
Forest Blakk,NA,NA,NA
Dan + Shay,NA,United States,2013
The Shires,NA,Foreign,2013
Aloe Blacc,1/7/1979,NA,1995
Malia Civetz,NA,NA,NA
Calum Scott,10/12/1988,NA,2013
Mathew V,NA,NA,NA
Gavin Haley,NA,NA,NA
Hayley Gene Penner,11/5/1985,NA,2007
Soran,NA,NA,NA
KIAN,NA,NA,NA
Sasha Sloan,3/11/1995,United States,2015
Conrad Sewell,3/31/1988,NA,2007
dodie,4/11/1995,NA,2011
Mitch James,6/26/1995,Foreign,2015
Christopher,NA,NA,NA
LANY,NA,United States,2014
Ria Mae,NA,Foreign,2009
Grace Carter,5/26/1997,NA,2017
Niykee Heaton,12/4/1994,NA,2011
Ruby Amanfu,NA,Foreign,1998
ASHLEE + EVAN,NA,United States,2018
Faouzia,7/5/2000,Foreign,2015
Daniel Powter,2/25/1971,NA,1997
Allan Rayman,NA,NA,2013
GRAACE,NA,United States,2017
LP,3/18/1981,United States,1998
Brandi Carlile,6/1/1981,NA,2004
Paden,NA,NA,NA
Port Cities,NA,Foreign,2015
Julie Bergan,4/12/1994,NA,2012
Out Of Gravity,NA,NA,NA
L.A. Atmosphere,NA,NA,NA
N.Y. Atmosphere,NA,NA,NA
Deep Divers,NA,NA,NA
Jaque Di Palma,9/11/1940,NA,1960
Falling Flowers,NA,NA,NA
Landscapes Of Joy,10/29/1942,NA,NA
ST*RMAN,NA,NA,NA
Hong Kong Atmosphere,NA,NA,NA
Roma Atmosphere,NA,NA,NA
Space Lounge,NA,NA,NA
Barcelona Atmosphere,NA,NA,NA
Vincente M,2/28/1903,NA,1928
Luc Serra,9/9/1959,Foreign,1970
Inner Voice,NA,NA,NA
Floating Lights,NA,NA,NA
Enzo,NA,NA,NA
Paris Atmosphere,NA,NA,NA
Uprising Spirit,NA,NA,NA
Estelle Blanca,1/7/1995,NA,NA
Anthony Hathaway,11/12/1982,NA,1999
NkisOk,NA,NA,NA
Ears Of Light,NA,NA,NA
Amy Yeager,NA,NA,NA
Milo Heart,NA,NA,NA
Safari,NA,NA,NA
James Horner,8/14/1953,NA,1978
LUCHS,NA,NA,NA
Salvador Vega,8/18/1961,NA,NA
Pablo Monte,NA,NA,NA
Oats,NA,NA,NA
Gary Stand,7/17/1970,NA,1993
The Upstairs,NA,NA,NA
Uniq,NA,Foreign,2014
Sofia's Choice,NA,NA,NA
Soul Secret,NA,Foreign,2008
Mr. Steem,NA,NA,NA
Tommi Cuore,NA,NA,NA
Hologram,NA,NA,NA
Café del Mar,NA,NA,NA
Martin Fox,NA,NA,NA
Tao Lounge,8/15/1975,NA,NA
Shade,NA,NA,NA
Sublime Harmonics,NA,United States,1988
Twenty One Pilots,NA,United States,2009
Nothing But Thieves,NA,Foreign,2012
Greta Van Fleet,NA,United States,2012
Little Jesus,NA,NA,NA
Los Bunkers,NA,Foreign,1999
The Black Keys,NA,United States,2001
Zoé,NA,NA,NA
Kinky,NA,NA,NA
Slowdive,NA,Foreign,1989
Slaves,NA,NA,NA
Nortec Collective,NA,Foreign,1999
Warbly Jets,NA,Foreign,2015
The Plastics Revolution,NA,Foreign,2005
Diamante Eléctrico,7/14/1991,NA,NA
Vigilante,NA,NA,NA
Catherine McGrath,6/9/1997,NA,2016
Jon Langston,4/8/1991,United States,2013
Brett Young,3/23/1981,NA,2007
Natalie Hemby,3/24/1977,United States,2006
Krysta Nick,NA,NA,NA
Rob Baird,NA,NA,2010
Lee Brice,6/10/1979,Foreign,2007
Parker Millsap,NA,United States,2012
Devin Dawson,1/30/1989,NA,2012
High Dive Heart,7/1/1984,Foreign,2003
Hellbound Glory,NA,United States,2008
Chris Stapleton,4/15/1978,United States,2001
Josh Kelley,1/30/1980,United States,2001
Rachel Wammack,NA,NA,NA
Jeffrey Foucault,1/26/1976,United States,NA
Miranda Lambert,11/10/1983,United States,2000
Dave Barnes,6/20/1978,United States,2001
Liz Rose,9/6/1957,NA,1994
Kenny Chesney,3/26/1968,NA,1988
Charlie Worsham,9/1/1985,Foreign,1990
Chris Carmack,12/22/1980,NA,2000
Old Dominion,NA,United States,2007
Amos Lee,6/20/1977,United States,2004
Jeffrey East,10/27/1957,NA,1973
Green River Ordinance,NA,NA,NA
Chris Young,6/12/1985,United States,2002
Sarah Darling,10/4/1982,NA,2003
Hayes Carll,1/9/1976,United States,NA
Austin Basham,NA,NA,NA
Eric Paslay,1/29/1983,United States,2011
Sara Watkins,6/8/1981,United States,1989
Jason Isbell and the 400 Unit,2/1/1979,NA,1995
Kacey Musgraves,8/21/1988,United States,2000
Haley & Michaels,NA,NA,NA
Becca Mancari,NA,NA,2017
Tenille Townes,1/20/1994,Foreign,2009
Tyler Cain,6/30/1988,NA,NA
Jordan DePaul,4/16/1979,NA,NA
Maren Morris,4/10/1990,United States,2005
Ryan Griffin,NA,NA,NA
Lori McKenna,12/22/1968,NA,1998
Bill Monroe & His Blue Grass Boys,9/13/1911,United States,1927
Nat King Cole Trio,3/17/1919,NA,1934
Roy Rogers,11/5/1911,NA,1932
Bob Wills & His Texas Playboys,3/6/1905,NA,1929
Tex Williams,8/23/1917,Foreign,1946
Little Jimmy Dickens,12/19/1920,NA,1936
Eddy Arnold,5/15/1918,NA,1937
Red Foley,6/17/1910,Foreign,1930
Sons of the Pioneers,NA,NA,1933
Leon Mcauliff And His Cimarron Boys,1/3/1917,NA,1930
The Maddox Brothers & Rose,NA,United States,1937
Hank Snow,5/9/1914,NA,1936
Roy Acuff,9/15/1903,NA,1936
Pee Wee King & His Golden West Cowboys,2/18/1914,NA,1930
Hank Williams,9/17/1923,NA,1937
Jimmie Davis,1899-09-11,NA,NA
Merle Travis,11/29/1917,NA,1936
Bill Monroe,9/13/1911,United States,1927
George Morgan,6/28/1924,Foreign,1949
Ernest Tubb,2/9/1914,NA,1936
Johnny Bond,6/1/1915,United States,1940
Floyd Tillman,12/8/1914,United States,1938
Bing Crosby,5/3/1903,NA,1922
Roy Acuff & His Smoky Mountain Boys,9/15/1903,NA,1936
Tex Ritter,1/12/1905,NA,1928
Al Dexter,5/4/1905,Foreign,1936
Gene Autry,9/29/1907,NA,1925
Gov. Jimmie Davis,1899-09-11,NA,NA
Chet Atkins & His Colorado Mountain Boys,6/20/1924,NA,1942
Bob Wills,3/6/1905,NA,1929
Jimmy Wakely,2/16/1914,NA,1939
Hoosier Hot Shots,NA,United States,1930
Lefty Frizzell,3/31/1928,Foreign,1942
Hank Thompson,9/3/1925,NA,1946
Cowboy Copas,7/15/1913,NA,1925
"Hank Snow, The Singing Ranger, And His Rainbow Ranch Boys",5/9/1914,NA,1936
Don Gibson,4/3/1928,NA,1948
The Davis Sisters,NA,NA,1949
George Jones,9/12/1931,NA,1953
Kitty Wells,8/30/1919,NA,1936
Sonny James,5/1/1928,United States,1953
Webb Pierce,8/8/1921,NA,1952
Ray Price,1/12/1926,NA,1948
Johnny Horton,4/30/1925,NA,1950
Jimmie Rodgers,9/18/1933,NA,1957
Bobby Helms,8/15/1933,NA,1942
Hank Locklin,2/15/1918,NA,1947
Marty Robbins,9/26/1925,NA,1948
Leroy Van Dyke,10/4/1929,NA,1956
Hank Snow & His Rainbow Ranch Boys,NA,NA,NA
Billy Grammer,8/28/1925,NA,1959
Stonewall Jackson,1824-01-21,NA,1846
Hawkshaw Hawkins,12/22/1921,NA,1945
Ferlin Husky,12/3/1925,NA,1945
Faron Young,2/25/1932,NA,1951
Carl Perkins,4/9/1932,NA,1946
Carl Smith,3/15/1927,NA,1942
The Weavers,NA,United States,1948
Buck Owens,8/12/1929,NA,1945
Margaret Whiting,7/22/1924,NA,1942
Slim Whitman,1/20/1923,NA,NA
Patsy Cline,9/8/1932,NA,1948
Moon Mullican,3/29/1909,NA,1926
The Delmore Brothers,NA,United States,1926
Duane Eddy,4/26/1938,NA,1954
Porter Wagoner,8/12/1927,NA,1951
Bill Justis,NA,NA,NA
The Browns,NA,United States,1954
Mary Ford,7/7/1924,NA,1939
Floyd Cramer,NA,United States,1953
Loretta Lynn,4/14/1932,NA,1960
Conway Twitty,9/1/1933,United States,1955
Wynn Stewart,6/7/1934,Foreign,1954
David Houston,12/9/1935,United States,1963
Glen Campbell,4/22/1936,NA,1958
Tammy Wynette,5/5/1942,NA,1966
Bobby Bare,4/7/1935,United States,1956
Merle Haggard,4/6/1937,NA,1963
Roy Clark,4/15/1933,NA,1947
Tom T. Hall,5/25/1936,United States,1963
Charley Pride,3/18/1934,NA,1952
Henson Cargill,2/5/1941,United States,1967
Jimmy Dean,8/10/1928,NA,1953
Bobby Goldsboro,1/18/1941,NA,1962
Dave Dudley,5/3/1928,NA,1956
Bill Anderson,11/1/1937,NA,1957
Bobbie Gentry,7/27/1942,NA,1966
Carl Butler,NA,Foreign,1961
Jim Ed Brown,4/1/1934,NA,1954
Jack Greene,1/7/1930,NA,1965
Connie Smith,8/14/1941,NA,1963
Skeeter Davis,12/30/1931,NA,1952
Roger Miller,1/2/1936,NA,1957
"Hank Williams, Jr.",5/26/1949,NA,1964
Waylon Jennings,6/15/1937,NA,1949
Johnny Tillotson,4/20/1938,NA,1957
Jeannie C. Riley,10/19/1945,United States,1967
Willie Nelson,4/29/1933,NA,1956
George Hamilton IV,7/19/1937,NA,1956
The Statler Brothers,NA,United States,1955
Chet Atkins,6/20/1924,NA,1942
Ernest Ashworth,12/15/1928,NA,1960
Ned Miller,4/12/1925,United States,1956
Del Reeves,7/14/1932,Foreign,1961
Crystal Gayle,1/9/1951,NA,1969
Mel Tillis,8/8/1932,NA,1958
Johnny Paycheck,5/31/1938,NA,1953
John Conlee,8/11/1946,NA,1970
Vern Gosdin,8/5/1934,NA,1967
Lynn Anderson,9/26/1947,NA,1966
The Kendalls,NA,United States,1969
Don Williams,5/27/1939,NA,1964
Johnny Rodriguez,12/10/1951,United States,1972
Barbara Mandrell,12/25/1948,Foreign,1959
Anne Murray,6/20/1945,Foreign,1967
Gene Watson,10/11/1943,NA,1962
Jerry Reed,3/20/1937,NA,1955
Marie Osmond,10/13/1959,NA,1973
Mickey Gilley,3/9/1936,NA,1957
Dave and Sugar,NA,United States,1975
Eddie Rabbitt,11/27/1941,NA,1964
David Allan Coe,9/6/1939,NA,1967
Billy 'Crash' Craddock,6/16/1939,NA,1957
Bob Luman,4/15/1937,Foreign,1956
Billy Swan,5/12/1942,NA,1962
Moe Bandy,2/12/1944,NA,1964
Freddy Fender,6/4/1937,NA,1957
Charlie Rich,12/14/1932,NA,1958
Ronnie Milsap,1/16/1943,NA,1963
Mac Davis,1/21/1942,NA,1962
Dottie West,10/11/1932,Foreign,1959
The Oak Ridge Boys,NA,United States,1947
Gary Stewart,5/28/1944,NA,1968
John Denver,12/31/1943,NA,1962
Ray Stevens,1/24/1939,NA,1957
Billie Jo Spears,1/14/1937,NA,1950
Donna Fargo,11/10/1945,United States,1967
Jean Shepard,11/21/1933,NA,1952
The Charlie Daniels Band,10/28/1936,NA,1958
Jeanne Pruett,1/30/1937,NA,1963
Sammi Smith,8/5/1943,NA,1968
Shelly West,5/23/1958,United States,1981
George Strait,5/18/1952,NA,1976
Randy Travis,5/4/1959,NA,1978
Exile,NA,NA,NA
Alabama,NA,NA,NA
T.G. Sheppard,7/20/1944,United States,1975
The Forester Sisters,NA,United States,1982
Deborah Allen,9/30/1953,United States,1979
Michael Martin Murphey,3/14/1945,NA,1964
Clint Black,2/4/1962,United States,1983
Carol Hall,4/3/1936,NA,NA
Sylvia,12/9/1956,NA,1979
Eddy Raven,8/19/1944,United States,1962
John Anderson,12/13/1954,United States,1974
Dan Seals,2/8/1948,NA,1970
Earl Thomas Conley,10/17/1941,NA,1974
Steve Earle,1/17/1955,United States,1968
The Judds,NA,United States,1983
Rosanne Cash,5/24/1955,NA,1978
Sawyer Brown,NA,United States,1981
Dwight Yoakam,10/23/1956,United States,1980
Juice Newton,2/18/1952,NA,1975
Ronnie McDowell,3/25/1950,United States,1977
Reba McEntire,3/28/1955,NA,1975
Gary Morris,12/7/1948,Foreign,1981
Shenandoah,NA,NA,NA
Janie Fricke,12/19/1947,United States,1977
Keith Whitley,7/1/1954,United States,1970
T. Graham Brown,10/30/1954,NA,1985
Ricky Skaggs,7/18/1954,NA,1961
Terri Gibbs,6/15/1954,United States,1980
Kathy Mattea,6/21/1959,United States,1983
K.T. Oslin,5/15/1942,NA,1966
David Frizzell,9/26/1941,United States,1959
David Lee Murphy,1/7/1959,United States,1983
Brooks & Dunn,NA,NA,NA
Tracy Byrd,12/17/1966,United States,1992
Neal McCoy,7/30/1958,United States,1988
John Michael Montgomery,1/20/1965,United States,1991
Clay Walker,8/19/1969,United States,1993
Joe Diffie,12/28/1958,NA,1989
Tracy Lawrence,1/27/1968,United States,1991
Mindy McCready,11/30/1975,NA,1995
Chely Wright,10/25/1970,NA,1993
The Tractors,NA,United States,1988
Toby Keith,7/8/1961,Foreign,1993
Travis Tritt,2/9/1963,NA,1989
Trisha Yearwood,9/19/1964,NA,1985
Trace Adkins,1/13/1962,United States,1987
Mary Chapin Carpenter,2/21/1958,NA,1987
Deana Carter,1/4/1966,NA,1994
Confederate Railroad,NA,United States,1987
Radney Foster,7/20/1959,NA,1986
Doug Stone,6/19/1956,Foreign,1989
Tim McGraw,5/1/1967,NA,1990
Alan Jackson,10/17/1958,NA,1983
Billy Ray Cyrus,8/25/1961,NA,1989
Wynonna,5/30/1964,NA,1983
Lonestar,NA,United States,1992
Montgomery Gentry,NA,United States,1999
Mark Chesnutt,9/6/1963,United States,1984
Aaron Tippin,7/3/1958,United States,1990
Billy Dean,4/2/1962,NA,1989
Sammy Kershaw,2/24/1958,NA,1991
Collin Raye,8/22/1960,United States,1983
Ricochet,10/11/1988,NA,NA
Ty Herndon,5/2/1962,United States,1995
Hal Ketchum,4/9/1953,NA,1986
Vince Gill,4/12/1957,NA,1978
Jo Dee Messina,8/25/1970,United States,1995
Martina McBride,7/29/1966,United States,1992
Diamond Rio,NA,United States,1982
Tanya Tucker,10/10/1958,NA,1971
Louis The Child,NA,United States,2013
Disclosure,NA,Foreign,2010
ZHU,4/28/1989,NA,2014
Ookay,1/10/1992,NA,2010
BONNIE X CLYDE,NA,Foreign,2015
Whethan,5/25/1999,NA,2016
Jauz,9/2/1993,United States,2013
Illenium,12/26/1990,NA,2013
Jai Wolf,11/1/1991,United States,2013
RÜFÜS DU SOL,NA,United States,2010
Sonny Side Up,NA,NA,NA
San Holo,11/26/1990,NA,2014
Mr. Popular,NA,NA,NA
Keys N Krates,NA,Foreign,2008
Conro,NA,Foreign,2012
Getter,4/13/1993,NA,2010
Jeff Basta,NA,NA,NA
